Subject,StartDate,EndDate,Random,AttnChk,Chopra_Check,Age,Sex,English,Education,State,BullshitReceptivity,BullshitScale,ChopraScale,BSR_meaningless,BSR_meaningful,HeuristicsBiases,NFC,Faith_Intuition,Numeracy_ACC,WS_ACC,Ravens_ACC,OntologicalConfusions,Metaphors,LiteralStatements,Religious_Belief,Paranormal_Belief,BS_Chopra,BS_Other,NFC_Re,NFC_Ra,Faith_Intuition_Ee,Faith_Intuition_Ea,FreeMarketIdeology,FiscalCons,SocialCons,Party,Party_TEXT,PolTrust,GovTrust,DemGovTrus,RepGovTrus,WealthDistCondition,EstimateRatio,IdealRatio,Estimate_Top20,Estimate_2nd20,Estimate_Middle20,Estimate_4th20,Estimate_Bottom20,Ideal_Top20,Ideal_2nd20,Ideal_Middle20,Ideal_4th20,Ideal_Bottom20,FMI_split,WealthDistError,WealthDistErrorType,IdealDistError,IdealDistErrorType,GodType,RBS_Curren,RBS_Highes,RBS_Lowest,Ravens_ACC_P1,Ravens_ACC_P2,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,BS_11,BS_12,BS_13,BS_14,BS_15,BS_16,BS_17,BS_18,BS_19,BS_20,Chopra_1,Chopra_2,Chopra_3,Chopra_4,Chopra_5,Chopra_6,Chopra_7,Chopra_8,Chopra_9,Chopra_10,CausalBR_ACC,SampleSize_ACC_1,SampleSize_ACC_2,Regr2Mean_ACC,GamblerFallacy_ACC_1,GamblerFallacy_ACC_2,ConjunctionFallacy_ACC_1,ConjunctionFallacy_ACC_2,ConjunctionFallacy_ACC,Covariation_ACC,MethodReasoning_ACC,Bayesian_ACC,DenNeglect_ACC,ProbMatch_ACC,SunkCost_ACC,OutcomeBias_ACC,Numeracy_ACC_1,Numeracy_ACC_2,Numeracy_ACC_3,Numeracy_ACC_4,Numeracy_ACC_5,Numeracy_ACC_6,Numeracy_ACC_7,Numeracy_ACC_8,Numeracy_ACC_9,WS_ACC_1,WS_ACC_2,WS_ACC_3,WS_ACC_4,WS_ACC_5,WS_ACC_6,WS_ACC_7,WS_ACC_8,WS_ACC_9,WS_ACC_10,WS_ACC_11,WS_ACC_12,Ravens_ACC_1,Ravens_ACC_2,Ravens_ACC_3,Ravens_ACC_4,Ravens_ACC_5,Ravens_ACC_6,Ravens_ACC_7,Ravens_ACC_8,Ravens_ACC_9,Ravens_ACC_10,Ravens_ACC_11,Ravens_ACC_12,P.OC_1,P.OC_2,P.OC_3,P.OC_4,P.OC_5,P.OC_6,P.OC_7,P.OC_8,P.OC_9,P.OC_10,P.OC_11,P.OC_12,P.OC_13,P.OC_14,P.OC_15,P.OC_16,P.OC_17,P.OC_18,P.OC_19,P.OC_20,PRafterlife,PRheaven,PRhell,PRmiracles,PRangels,PRdemons,PRsoul,PRsatan,P.PB_1,P.PB_2,P.PB_3,P.PB_4,P.PB_5,P.PB_6,P.PB_7,P.PB_8,P.PB_9,P.PB_10,P.PB_11,P.PB_12,P.PB_13,P.PB_14,P.PB_15,P.PB_16,P.PB_17,P.PB_18,P.PB_19,P.PB_20,P.PB_21,P.PB_22,P.RI_1,P.RI_2,P.RI_3,P.RI_4,P.RI_5,P.RI_6,P.RI_7,P.RI_8,P.RI_9,P.RI_10,P.RI_11,P.RI_12,P.RI_13,P.RI_14,P.RI_15,P.RI_16,P.RI_17,P.RI_18,P.RI_19,P.RI_20,P.EI_1,P.EI_2,P.EI_3,P.EI_4,P.EI_5,P.EI_6,P.EI_7,P.EI_8,P.EI_9,P.EI_10,P.EI_11,P.EI_12,P.EI_13,P.EI_14,P.EI_15,P.EI_16,P.EI_17,P.EI_18,P.EI_19,P.EI_20,P.FMI_1,P.FMI_2,P.FMI_3,P.FMI_4,P.FMI_5
77,7/10/2014,7/10/2014,2,1,1,67,2,1,9,11,1.68965517241379,1.52631578947368,2,2,2,.625,83.75,6.25,.666666666666667,.916666666666667,.583333333333333,37.5,41.6666666666667,100,3.125,6.06060606060606,1.8,1.22222222222222,87.5,80,0,12.5,10,4,2,4, ,2,1,1,1,1,32.5,4.375,65,20,11,2,2,35,32,16,9,8,1,0,0,0,0,6,2,3,1,1,1,1,1,1,5,1,1,1, ,1,2,1,1,4,2,1,2,1,1,1,1,1,3,1,4,3,1,2,1,3,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,75,75,100,75,0,0,75,0,75,25,0,0,0,25,75,0,50,100,100,100,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,16.6666666666667,0,50,16.6666666666667,0,0,100,50,75,100,100,75,100,100,100,75,100,0,75,75,100,100,100,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,25,0,0,0,25,0,25
78,7/10/2014,7/10/2014, ,2,1,52,2,1,6,47,1,1,1,1,1,.153846153846154,56.5789473684211,75,0,.5,.333333333333333,30.3571428571429,8.33333333333333,75,43.75,67.4242424242424,1,1,45,69.4444444444444,80,70, , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,2,9,9,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0, , , ,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,75,75,100,0,75,25,75,0,0,0,0,0,0,0,25,0,0,50,75,100,0,0,0,100,75,75,100,0,100,50,0,100,50,0,83.3333333333333,100,0,100,50,0,100,66.6666666666667,0,100,83.3333333333333,100,100,100,100,100,50,75,100,50,50,50,50,100, ,25,50,75,75,25,0,75,75,25,75,50,75,75,75,75,75,75,100,75,75,75,75,100,75,75,75,100,0,75,50,100, , , , , 
79,7/10/2014,7/10/2014,2,1,2,57,2,1,7,12,1.96666666666667,1.8,2.3,1.6,2.4,.375,71.25,42.5,.666666666666667,.666666666666667,.0833333333333333,23.2142857142857,16.6666666666667,100,84.375,32.5757575757576,1.9,1.7,67.5,75,47.5,37.5,45,3,3,1, ,2,3,3,3,1,77, ,77,17,3,2,1, , , , , ,1,0,0,1,3,1,10,10,10,1,1,3,2,2,2,1,1,2,3,1,2,1,2,2,2,2,2,2,2,1,1,2,2,4,2,2,2,2,2,3,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75,0,75,75,25,0,25,25,0,25,0,0,0,0,25,25,0,100,100,100,100,100,100,75,75,75,75,75,16.6666666666667,83.3333333333333,0,16.6666666666667,16.6666666666667,0,16.6666666666667,83.3333333333333,0,0,50,16.6666666666667,16.6666666666667,83.3333333333333,0,16.6666666666667,50,33.3333333333333,33.3333333333333,100,16.6666666666667,66.6666666666667,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,25,25,75,50,50,50,25,50,25,25,50,75,50,50,50,25,50,25,50,25,25,25,25,25,75,75
80,7/10/2014,7/10/2014,2,1,2,45,2,1,6,42,2.46666666666667,2.4,2.6,2,3.2,.5625,71.25,55,.333333333333333,.833333333333333,.333333333333333,35.7142857142857,33.3333333333333,91.6666666666667,50,32.5757575757576,1.8,3,70,72.5,52.5,57.5,20,4,2,4, ,2,1,1,1,1,13,1.38888888888889,65,15,10,5,5,25,19,19,19,18,1,0,0,0,0,2,10,10,6,1,1,2,1,1,1,4,1,3,3,4,3,1,1,3,2,2,4,4,2,4,2,3,1,1,2,4,3,3,3,2,4,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,75,75,50,75,50,50,75,0,25,0,0,0,25,0,50,0,50,75,100,100,75,25,25,75,75,50,75,0,16.6666666666667,0,0,50,66.6666666666667,33.3333333333333,0,0,0,66.6666666666667,66.6666666666667,33.3333333333333,0,0,0,66.6666666666667,66.6666666666667,50,66.6666666666667,0,66.6666666666667,66.6666666666667,75,50,75,75,75,50,75,75,75,50,75,75,50,75,75,75,75,75,100,75,50,50,50,50,50,25,75,100,75,50,75,25,75,75,50,75,25,25,75,25,25,25,0,50,0
81,7/10/2014,7/10/2014,2,1,1,32,1,1,3,40,2.46666666666667,2.35,2.7,1.2,3.8,.5,97.5,55,.666666666666667,.5,.333333333333333,35.7142857142857,16.6666666666667,100,18.75,54.5454545454545,2.3,2.4,95,100,52.5,57.5,30,1,1,1, ,4,4,5,1,1,26,3.7,52,28,12,6,2,37,22,17,14,10,1,0,0,0,0,6,2,4,1,1,1,2,1,2,2,3,3,1,4,3,1,1,4,5,1,2,5,3,1,1,2,2,3,3,5,1,3,2,2,3,3,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,75,25,100,100,50,50,75,0,25,0,0,0,0,0,50,0,0,100,100,100,50,25,0,25,0,0,50,0,50,83.3333333333333,0,66.6666666666667,0,50,50,100,0,66.6666666666667,50,50,50,100,0,50,100,50,66.6666666666667,83.3333333333333,66.6666666666667,66.6666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,75,50,75,50,75,50,50,75,75,50,50,50,50,50,50,50,75,0,50,75,50,50,25,0,50,25
82,7/10/2014,7/10/2014,2,1,2,45,2,1,6,11,2.73333333333333,2.5,3.2,1.8,2.6,.875,100,57.5,.666666666666667,1,.833333333333333,8.92857142857143,16.6666666666667,91.6666666666667,59.375,38.6363636363636,2.3,2.7,100,100,45,70,0,2,2,4, ,3,3,3,3,1,93, ,93,3,2,1,1, , , , , ,1,0,0,1,3,2,10,10,7,1,1,2,2,3,1,2,3,3,2,2,3,1,3,4,2,3,3,2,4,2,3,4,4,3,3,3,2,4,2,4,3,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,0,0,1,1,1,1,25,0,25,25,0,0,0,0,25,25,0,0,0,0,25,0,25,75,100,100,75,50,50,75,50,50,75,50,66.6666666666667,0,0,66.6666666666667,0,0,66.6666666666667,100,0,83.3333333333333,0,0,66.6666666666667,0,0,0,50,66.6666666666667,66.6666666666667,50,66.6666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,75,75,75,75,25,75,75,75,50,75,25,25,25,75,25,25,75,75,75,0,0,0,0,0
83,7/10/2014,7/10/2014,2,1,1,32,2,1,5,5,2.63333333333333,2.45,3,1.6,3,.375,38.75,56.5789473684211,.666666666666667,.5,.333333333333333,35.7142857142857,25,100,0,1.51515151515151,2.6,2.3,32.5,45,60,52.7777777777778,55,2,2,1, ,2,2,3,3,1, , , , , , , , , , , , ,2,1,2,1,3,6,1,1,1,1,0,2,2,4,1,3,2,2,4,2,2,2,4,3,2,3,3,3,3,1,1,2,4,3,2,3,2,4,4,3,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,75,25,100,75,50,25,100,0,25,0,0,0,25,0,25,25,25,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,50,50,75,25,50,50,75,75,50,50,75,50,50,75,50,75, ,50,50,75,75,75,50,50,50,25,50,50,50,50,25,75,75,50
84,7/10/2014,7/10/2014,2,1,2,28,1,1,6,11,1.13333333333333,1.15,1.1,1.2,1,.4375,66.25,61.25,1,.666666666666667,.416666666666667,28.5714285714286,8.33333333333333,91.6666666666667,68.75,50.7575757575758,1.1,1.2,67.5,65,65,57.5,55,4,3,4, ,2,2,2,2,1,4.1, ,41,20,16,13,10, , , , , ,2,0,0,1,3,7,10,10,10,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,50,25,75,0,25,25,50,25,25,25,0,25,25,25,0,0,25,75,100,100,75,50,50,75,75,75,75,75,66.6666666666667,83.3333333333333,33.3333333333333,16.6666666666667,50,50,66.6666666666667,83.3333333333333,16.6666666666667,16.6666666666667,50,50,66.6666666666667,50,50,33.3333333333333,33.3333333333333,66.6666666666667,66.6666666666667,66.6666666666667,16.6666666666667,83.3333333333333,75,75,75,25,75,75,75,75,75,75,25,25,75,75,75,75,75,50,75,75,75,75,75,50,75,50,50,50,50,75,75,50,75,50,75,50,50,75,50,50,75,25,25,75,75
85,7/10/2014,7/10/2014,2,1,1,34,1,1,5,5,1.53333333333333,1.55,1.5,1.6,1.6,.375,92.5,26.25,1,1,.5,41.0714285714286,0,100,75,0,1.5,1.6,87.5,97.5,25,27.5,30,3,3,4, ,2,3,4,4,1, ,1, , , , , ,20,20,20,20,20,1,1,3,0,0,1,10,10,10,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,3,1,2,1,2,1,1,2,1,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,100,100,100,100,0,75,100,0,0,0,0,0,0,0,0,0,0,100,100,100,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,75,100,100,75,100,100,100,75,100,100,100,100,75,100,100,100,75,75,25,25,0,25,25,25,25,25,25,25,0,25,25,25,25,50,75,25,25,25,50,25,25,25,25
86,7/10/2014,7/10/2014,2,1,1,28,2,1,6,49,1.03333333333333,1.05,1,1,1,.875,82.5,51.25,.333333333333333,.75,.5,12.5,0,100,0,2.27272727272727,1,1.1,85,80,55,47.5,60,2,1,1, ,3,3,3,2,1, , , , , , , , , , , , ,2,1,2,1,2,6,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,100,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,100,100,75,100,100,75,75,100,100,50,75,0,75,50,100,75,100,100,100,100,50,50,25,50,50,50,75,50,50,50,75,50,50,75,25,50,50,50,50,50,50,50,75,75,50
87,7/10/2014,7/10/2014,2,1,2,31,2,1,6,47,3.10344827586207,3.1,3.11111111111111,3.2,3.6,.5625,81.25,55,.333333333333333,.666666666666667,.25,19.6428571428571,25,91.6666666666667,87.5,27.2727272727273,3.1,3.1,80,82.5,50,60,55,4,2,2, ,3,1,1,4,1,70,3.7,70,17,8,4,1,37,23,17,13,10,2,0,0,0,0,2,8,9,6,1,1,3,4,3,3,3,3,2,2,3,4,3,3,4,3,2,4,5,3,2,3,3,3,3,4,2,3,4,3,3, ,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,100,25,25,25,25,25,25,0,25,0,0,0,25,25,25,75,100,100,75,75,75,100,100,100,100,75,16.6666666666667,50,0,50,0,16.6666666666667,33.3333333333333,16.6666666666667,0,50,0,0,0,16.6666666666667,16.6666666666667,50,83.3333333333333,50,33.3333333333333,16.6666666666667,50,50,75,75,100,100,75,100,75,75,75,75,100,100,75,75,75,100,75,50,75,75,50,25,50,75,75,50,100,75,100,25,75,25,25,50,50,75,0,50,75,50,75,25,25,75,75
88,7/10/2014,7/10/2014, ,2,1,29,1,1,7,11,3.26666666666667,3.1,3.6,2.4,3,.125,58.75,52.5,.666666666666667,.583333333333333,.0833333333333333,51.7857142857143,33.3333333333333,33.3333333333333,50,26.1904761904762,3.4,2.8,62.5,55,55,50, , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,7,3,3,3,0,1,2,3,4,3,3,3,1,2,3,2,2,4,3,5,5,4,4,3,2,4,2,2,3,5,5,3,5,4,4,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,75,50,50,50,50,50,100,50,25,0,100,75,25,25,0,50,50,25,25,50,50,50,50,50,50,50,50,50,0,0,16.6666666666667,16.6666666666667,50,50,16.6666666666667, ,16.6666666666667,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,16.6666666666667,0,16.6666666666667,33.3333333333333,16.6666666666667,66.6666666666667,16.6666666666667,33.3333333333333,50,75,75,100,50,100,25,75,100,50,25,75,0,50,100,25,50,50,50,25,75,50,100,25,25,75,0,25,50,75,75,50,75,50,75,50,50,75,50,0,75, , , , , 
89,7/10/2014,7/10/2014,2,1,1,35,1,1,6,6,3.17857142857143,2.94736842105263,3.66666666666667,2.2,3.5,.1875,94.7368421052632,75,.666666666666667,.5,.666666666666667,55.3571428571429,25,83.3333333333333,100,62.8787878787879,2.88888888888889,3,100,88.8888888888889,80,70,45,3,2,1, ,4,2,4,2,1,11,1.22222222222222,55,17,15,8,5,22,21,21,18,18,1,0,0,0,0,2,9,10,1,1,1, ,2,1,4,4,3,4,4,2,1,2,3,4,3,3,3,3,5,2,3,3,5,5,5,2,4,4,2, ,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,100,25,100,100,100,50,100,0,75,25,0,0,0,100,0,25,50,50,100,100,100,100,100,100,100,100,100,100,83.3333333333333,100,0,100,0,50,83.3333333333333,100,0,100,0,0,83.3333333333333,83.3333333333333,0,50,100,66.6666666666667,100,100,83.3333333333333,100,100, ,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,75,100,75,75,100,75,100,100,50,100,100,100,75,25,50,100,25,50,75,50,100,0,50,0,75
90,7/9/2014,7/10/2014,2,1,1,24,1,1,3,25,2.7,2.1,3.9,1.8,2.8,.375,33.75,62.5,.666666666666667,.583333333333333,.0833333333333333,50,33.3333333333333,100,46.875,41.6666666666667,1.7,2.5,22.5,45,70,55,55,3,2,1, ,2,1,2,1,1, , , , , , , , , , , , ,2,1,2,1,3,4,2,5,2,1,1,3,1,2,1,1,3,1,3,2,4,1,3,2,1,2,2,4,2,2,2,3,5,4,5,2,3,5,5,5,2,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50,75,100,100,100,50,100,25,100,0,0,0,0,0,50,50,0,100,100,100,50,25,25,50,50,50,75,50,50,50,16.6666666666667,50,50,33.3333333333333,50,50,33.3333333333333,50,50,16.6666666666667,50,50,16.6666666666667,50,33.3333333333333,16.6666666666667,50,50,50,50,0,50,25,25,25,25,25,25,25,25,25,50,25,75,25,25,75,25,75,25,75,50,75,75,75,75,25,25,75,25,75,75,75,75,75,75,50,75,50,50,75,25,25,75,75
91,7/10/2014,7/10/2014, ,2,1,31,1,1,3,26,2.9,2.8,3.1,2.6,3,.6875,52.5,50,.666666666666667,.583333333333333,.416666666666667,32.1428571428571,8.33333333333333,100,0,0,2.8,2.8,50,55,50,50, , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,6,1,1,1,1,1,2,2,2,4,3,3,4,3,3,2,2,4,4,2,3,3,3,2,3,2,2,3,3,3,4,2,4,3,4,3,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,100,100,75,25,25,25,25,0,25,25,25,0,0,0,25,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,75,50,50,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50, , , , , 
92,7/10/2014,7/10/2014, ,2,1,29,1,1,7,42,2.73333333333333,2.9,2.4,2.6,3.6,.5,61.25,36.25,.666666666666667,.5,.166666666666667,58.9285714285714,50,25,0,31.8181818181818,3.1,2.7,62.5,60,42.5,30, , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,7,1,1,1,1,1,4,2,5,1,1,2,3,1,1,2,4,4,3,4,3,5,5,2,4,2,5,1,2,1,1,3,5,2,1,3,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,100,25,100,100,100,100,50,0,0,0,75,0,75,100,75,0,75,25,50,0,0,0,0,0,0,0,0,0,100,16.6666666666667,33.3333333333333,16.6666666666667,33.3333333333333,16.6666666666667,0,83.3333333333333,100,33.3333333333333,0,50,16.6666666666667,0,33.3333333333333,16.6666666666667,16.6666666666667,83.3333333333333,33.3333333333333,0,0,16.6666666666667,75,25,25,75,75,75,100,100,0,100,100,25,100,50,50,25,100,25,100,0,25,50,0,0,25,0,0,0,100,25,100,25,50,75,50,100,0,0,25,75, , , , , 
93,7/10/2014,7/10/2014,2,1,1,51,2,1,7,28,3,2.7,3.66666666666667,2,3,.4375,68.75,27.5,.666666666666667,.75,.25,33.9285714285714,25,75,50,3.78787878787879,2.3,3.1,75,62.5,22.5,32.5,60,5,3,4, ,2,2,3,3,1,89,2.81818181818182,89,5,3,2,1,31,24,19,15,11,2,0,0,0,0,2,5,8,3,1,1,4,3,1,1,2,4,4,3,4,2,2,4,2,1,3,3,3,4,2,2,5,4,1,4,5,3, ,5,3,3,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,50,25,100,25,25,0,50,100,25,25,0,0,25,25,25,0,50,25,100,100,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3333333333333,0,0,0,0,0,100,25,75,100,100,75,75,75,75,75,75,25,75,75,25,75,75,75,25,75,100,25,25,25,0,25,50,50,0,0,0,25,0,25,25,50,75,0,25,25,100,25,50,50,75
94,7/10/2014,7/10/2014,2,1,1,28,1,1,3,36,2.2,1.9,2.8,1,3.4,.4375,95,31.9444444444444,.333333333333333,.5,.166666666666667,7.14285714285714,16.6666666666667,100,100,13.6363636363636,2,1.8,100,90,42.5,18.75,43.75,3,3,4, ,2,3,3,3,1,90,1,90,4,3,2,1,20,20,20,20,20,1,0,0,0,0,1,10,10,10,1,1,5,1,1,1,1,1,5,1,1,1,1,1,5,1,3,5,1,1,1,1,5,5,5,1,1,5,1,1,1,3,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,100,100,100,100,100,100,100,100,100,100,100,0,100,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,25, ,0,25,50,25,25, ,25,75,50,25,50,50,0,50,50,25,25,0,50,50,25,50, 
95,7/10/2014,7/10/2014,2,1,2,38,2,1,5,34,2.83333333333333,2.95,2.6,2.8,2.8,.6875,72.5,48.75,1,.75,.333333333333333,62.5,16.6666666666667,66.6666666666667,50,34.0909090909091,3,2.9,75,70,50,47.5,30,2,1,1, ,2,2,2,2,1,10,1,50,25,14,6,5,20,20,20,20,20,1,0,0,0,0,5,3,5,1,1,1,3,3,3,3,4,3,3,2,2,3,2,4,2,3,3,4,3,3,3,3,2,3,3,3,2,3,3,2,3,2,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,100,75,75,75,75,75,75,75,25,25,75,50,50,25,25,0,25,25,100,75,50,50,50,50,50,50,50,50,16.6666666666667,50,0,33.3333333333333,50,33.3333333333333,16.6666666666667,66.6666666666667,16.6666666666667,50,50,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,50,50,50,33.3333333333333,50,16.6666666666667,50,75,25,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,50,50,50,50,50,50,50,50,50,50,50,75,25,50,50,25,50,50,50,50,25,25,25,25
96,7/10/2014,7/10/2014,2,1,2,22,1,1,5,8,1.3,1.35,1.2,2,1.2,.875,97.3684210526316,22.5,1,.833333333333333,.583333333333333,16.0714285714286,8.33333333333333,100,0,3.78787878787879,1.3,1.4,94.4444444444444,100,22.5,22.5,5,1,1,1, ,2,2,3,1,1,85,1.22222222222222,85,7,5,2,1,22,21,20,19,18,1,0,0,0,0,6,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,75,25,50,0,0,25,0,25,25,0,0,0,0,25,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,100,100,100,100, ,75,100,100,100,75,100,100,100,100,100,100,100,100,100,100,25,50,25,25,25,0,25,0,25,0,25,25,75,25,25,25,50,0,0,0,0,25,0,0,0
97,7/10/2014,7/10/2014,2,1,1,23,1,1,5,6,3.86666666666667,3.65,4.3,3.4,3.8,.625,62.5,70,1,.583333333333333,.5,33.9285714285714,25,100,50,25,3.8,3.5,57.5,67.5,75,65,20,4,4,4, ,4,4,4,4,1,10,1,50,25,12,8,5,20,20,20,20,20,1,0,0,0,0,4,3,6,2,1,1,3,3,3,3,5,3,3,5,2,4,5,3,3,5,5,4,4,4,2,4,5,5,2,3,4,5,5,4,5,5,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,100,0,100,100,100,0,75,0,0,0,0,0,0,0,0,75,0,100,100,100,50,50,50,50,50,50,50,50,0,0,0,83.3333333333333,0,0,0,0,0,66.6666666666667,0,0,0,0,0,50,100,100,100,0,50,0,75,75,50,75,75,50,25,75,25,50,75,75,50,75,25,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,25,75,75,25,25,25,0,25,25
