Subject,StartDate,EndDate,Random,AttnChk,Chopra_Check,Age,Sex,English,Education,State,BullshitReceptivity,BullshitScale,ChopraScale,BSR_meaningless,BSR_meaningful,HeuristicsBiases,NFC,Faith_Intuition,Numeracy_ACC,WS_ACC,Ravens_ACC,OntologicalConfusions,Metaphors,LiteralStatements,Religious_Belief,Paranormal_Belief,BS_Chopra,BS_Other,NFC_Re,NFC_Ra,Faith_Intuition_Ee,Faith_Intuition_Ea,FreeMarketIdeology,FiscalCons,SocialCons,Party,Party_TEXT,PolTrust,GovTrust,DemGovTrus,RepGovTrus,WealthDistCondition,EstimateRatio,IdealRatio,Estimate_Top20,Estimate_2nd20,Estimate_Middle20,Estimate_4th20,Estimate_Bottom20,Ideal_Top20,Ideal_2nd20,Ideal_Middle20,Ideal_4th20,Ideal_Bottom20,FMI_split,WealthDistError,WealthDistErrorType,IdealDistError,IdealDistErrorType,GodType,RBS_Curren,RBS_Highes,RBS_Lowest,Ravens_ACC_P1,Ravens_ACC_P2,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,BS_11,BS_12,BS_13,BS_14,BS_15,BS_16,BS_17,BS_18,BS_19,BS_20,Chopra_1,Chopra_2,Chopra_3,Chopra_4,Chopra_5,Chopra_6,Chopra_7,Chopra_8,Chopra_9,Chopra_10,CausalBR_ACC,SampleSize_ACC_1,SampleSize_ACC_2,Regr2Mean_ACC,GamblerFallacy_ACC_1,GamblerFallacy_ACC_2,ConjunctionFallacy_ACC_1,ConjunctionFallacy_ACC_2,ConjunctionFallacy_ACC,Covariation_ACC,MethodReasoning_ACC,Bayesian_ACC,DenNeglect_ACC,ProbMatch_ACC,SunkCost_ACC,OutcomeBias_ACC,Numeracy_ACC_1,Numeracy_ACC_2,Numeracy_ACC_3,Numeracy_ACC_4,Numeracy_ACC_5,Numeracy_ACC_6,Numeracy_ACC_7,Numeracy_ACC_8,Numeracy_ACC_9,WS_ACC_1,WS_ACC_2,WS_ACC_3,WS_ACC_4,WS_ACC_5,WS_ACC_6,WS_ACC_7,WS_ACC_8,WS_ACC_9,WS_ACC_10,WS_ACC_11,WS_ACC_12,Ravens_ACC_1,Ravens_ACC_2,Ravens_ACC_3,Ravens_ACC_4,Ravens_ACC_5,Ravens_ACC_6,Ravens_ACC_7,Ravens_ACC_8,Ravens_ACC_9,Ravens_ACC_10,Ravens_ACC_11,Ravens_ACC_12,P.OC_1,P.OC_2,P.OC_3,P.OC_4,P.OC_5,P.OC_6,P.OC_7,P.OC_8,P.OC_9,P.OC_10,P.OC_11,P.OC_12,P.OC_13,P.OC_14,P.OC_15,P.OC_16,P.OC_17,P.OC_18,P.OC_19,P.OC_20,PRafterlife,PRheaven,PRhell,PRmiracles,PRangels,PRdemons,PRsoul,PRsatan,P.PB_1,P.PB_2,P.PB_3,P.PB_4,P.PB_5,P.PB_6,P.PB_7,P.PB_8,P.PB_9,P.PB_10,P.PB_11,P.PB_12,P.PB_13,P.PB_14,P.PB_15,P.PB_16,P.PB_17,P.PB_18,P.PB_19,P.PB_20,P.PB_21,P.PB_22,P.RI_1,P.RI_2,P.RI_3,P.RI_4,P.RI_5,P.RI_6,P.RI_7,P.RI_8,P.RI_9,P.RI_10,P.RI_11,P.RI_12,P.RI_13,P.RI_14,P.RI_15,P.RI_16,P.RI_17,P.RI_18,P.RI_19,P.RI_20,P.EI_1,P.EI_2,P.EI_3,P.EI_4,P.EI_5,P.EI_6,P.EI_7,P.EI_8,P.EI_9,P.EI_10,P.EI_11,P.EI_12,P.EI_13,P.EI_14,P.EI_15,P.EI_16,P.EI_17,P.EI_18,P.EI_19,P.EI_20,P.FMI_1,P.FMI_2,P.FMI_3,P.FMI_4,P.FMI_5
55,7/10/2014,7/10/2014, ,2,1,22,1,1,5,11,3.73333333333333,3.85,3.5,3.8,4.2,.5,52.5,60,.666666666666667,.583333333333333,0,60.7142857142857,33.3333333333333,75,56.25,60.6060606060606,3.9,3.8,52.5,52.5,60,60, , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,3,8,6,7,0,0,4,5,4,3,4,4,4,4,4,3,4,3,5,4,3,3,5,3,4,4,4,4,3,4,3,5,2,4,4,2,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,50,50,100,75,75,0,50,75,50,25,75,75,25,25,50,75,75,75,50,25,75,75,75,50,50,50,83.3333333333333,66.6666666666667,83.3333333333333,33.3333333333333,50,66.6666666666667,50,50,83.3333333333333,50,83.3333333333333,66.6666666666667,83.3333333333333,50,66.6666666666667,50,50,66.6666666666667,33.3333333333333,50,50,66.6666666666667,50,0,25,50,50,75,50,100,25,75,75,0,75,100,0,50,100,75,25,50,100,75,75,75,25,75,50,100,25,75,50,25,25,50,100,75,50,100,50,0, , , , , 
56,7/10/2014,7/10/2014,2,1,2,62,1,1,6,1,2.73333333333333,2.4,3.4,2.2,2.6,.6875,95,41.25,1,1,.75,25,16.6666666666667,91.6666666666667,34.375,15.1515151515152,2,2.8,90,100,37.5,45,35,3,2,1, ,4,3,3,3,1,24,2.14285714285714,72,10,8,7,3,30,21,19,16,14,1,0,0,0,0,5,6,7,1,1,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,3,3,4,2,3,5,1,4,3,2,2,5,5,5,2,5,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,25,25,50,75,50,0,25,0,75,25,0,0,0,0,0,25,25,75,100,100,50,25,25,50,25,25,50,25,0,0,0,0,0,0,83.3333333333333,0,0,0,0,0,83.3333333333333,0,0,0,0,0,83.3333333333333,0,0,83.3333333333333,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,50,50,25,50,50,25,75,25,25,25,75,25,25,50,50,25,50,25,75,25,25,75,25,25,25
57,7/10/2014,7/10/2014,2,1,1,40,1,1,7,53,2.31034482758621,2.21052631578947,2.5,1.6,2,.5,98.75,10,1,.916666666666667,0,40.3846153846154,25,100,71.875,12.1212121212121,2.5,1.88888888888889,97.5,100,2.5,17.5,35,3,4,2, ,2,3,3,3,1,4.3,2.30769230769231,43,18,16,13,10,30,23,18,16,13,1,0,0,0,0,1,9,10,8,1,1,2,2,3,3,4,2, ,2,2,1,1,2,2,3,3,2,2,3,1,2,2,4,2,2,3,3,3,1,3,2,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,75,0,25,75,50,0, ,0,0,0,0,25,0,50,100,100,100,75,75,100,75,50,50,75,75,0,0,0,33.3333333333333,16.6666666666667,0,0,50,0,16.6666666666667,0,0,0,0,0,50,0,0,0,50,50,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,0,50,25,0,0,0,0,0,25,0,0,0,25,0,0,0,50,0,25,0,25,50,25,25,50
58,7/10/2014,7/10/2014,2,1,2,34,1,1,7,33,1.76666666666667,1.65,2,1.8,1.8,.6875,61.25,45,1,1,.5,32.1428571428571,25,91.6666666666667,12.5,15.1515151515152,1.5,1.8,72.5,50,47.5,42.5,25,4,2,4, ,4,3,4,2,1,91,6.57142857142857,91,3,3,2,1,46,26,12,9,7,1,0,0,0,0,6,2,3,1,1,1,2,1,1,1,1,1,1,2,4,3,3,3,1,1,1,3,1,1,1,1,1,3,1,2,1,3,2,4,1,2,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,25,25,75,75,50,50,25,0,50,50,0,25,0,0,50,0,25,75,100,100,25,25,0,25,0,0,25,0,0,0,0,16.6666666666667,0,0,0,83.3333333333333,0,16.6666666666667,0,0,50,0,0,16.6666666666667,50,0,50,0,0,50,50,50,75,50,75,75,75,50,50,75,75,25,25,75,75,50,75,75,50,75,25,25,50,25,75,50,75,50,50,25,75,75,25,50,25,50,50,25,50,25,25,25,25,25,25
59,7/10/2014,7/10/2014,2,1,2,42,2,1,4,48,1.3448275862069,1.26315789473684,1.5,1.6,1.4,.25,40,46.25,.333333333333333,.833333333333333,.333333333333333,25,8.33333333333333,91.6666666666667,65.625,40.9090909090909,1.3,1.22222222222222,30,50,57.5,35,50,1,1,1, ,3,2,2,2,1,10,1.66666666666667,50,20,15,10,5,25,20,20,20,15, ,0,0,0,0,1,9,9,9,1,1,2,2,1,2,1,1, ,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,75,0,75,75,0,0,75,25,25,0,0,0,0,0,25,0,0,75,100,100,75,75,50,75,75,50,75,50,16.6666666666667,50,16.6666666666667,50,16.6666666666667,50,16.6666666666667,50,50,50,16.6666666666667,50,16.6666666666667,50,50,50,50,50,50,50,50,50,25,25,0,50,25,0,50,50,50,0,25,25,50,75,50,25,75,50,75,75,25,25,25,25,75,25,25,25,50,25,75,75,75,75,50,75,50,50,25,50,50,50,50,50,50
60,7/10/2014,7/10/2014,2,1,2,35,1,1,4,36,1.13333333333333,1.05,1.3,1,1,.8125,68.75,38.75,1,.916666666666667,.666666666666667,23.2142857142857,0,83.3333333333333,6.25,3.03030303030303,1.1,1,75,62.5,37.5,40,15,2,1,1, ,3,2,2,1,1,44,2.63636363636364,44,26,24,5,1,29,24,20,16,11,1,0,0,0,0,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,75,0,75,25,0,0,25,0,0,0,0,0,100,25,0,0,0,50,100,100,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,16.6666666666667,0,0,0,75,75,75,75,75,75,75,75,25,50,75,50,75,75,75,25,75,100,75,75,25,75,25,25,25,25,50,25,25,25,25,25,75,75,25,50,50,25,25,75,0,0,0,50,25
61,7/10/2014,7/10/2014,2,1,2,33,1,1,5,33,3.43333333333333,3.2,3.9,2.4,4,.25,65,69.7368421052632,.333333333333333,.666666666666667,.0833333333333333,44.6428571428571,41.6666666666667,83.3333333333333,68.75,38.0952380952381,3.2,3.2,62.5,67.5,72.2222222222222,67.5,70,2,2,1, ,2,3,4,3,1,9.2,3.75,46,20,16,13,5,30,27,20,15,8,2,0,0,0,0,2,8,7,6,1,1,4,2,3,1,3,3,3,3,4,2,4,4,4,4,3,5,4,3,3,2,4,4,4,5,3,4,4,2,4,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,100,75,25,25,75,25,25,25,50,50,25,75,50,25,50,50,100,100,75,75,75,50,75,50,75,75,16.6666666666667,33.3333333333333,50, ,0,33.3333333333333,33.3333333333333,33.3333333333333,50,33.3333333333333,0,33.3333333333333,33.3333333333333,16.6666666666667,66.6666666666667,50,33.3333333333333,66.6666666666667,66.6666666666667,33.3333333333333,50,66.6666666666667,75,75,50,50,75,50,75,75,50,50,50,75,50,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,50,50, ,75,50,75,50,75,75,75
62,7/10/2014,7/10/2014,2,1,1,25,1,1,6,39,3.1,3.05,3.2,2.4,3.4,.375,82.5,65,.666666666666667,.583333333333333,.416666666666667,44.6428571428571,50,100,100,40.9090909090909,2.8,3.3,87.5,77.5,67.5,62.5,45,3,3,1, ,1,2,2,2,1,34, ,68,15,10,5,2, , , , , ,1,0,0,1,3,1,10,10,7,1,1,3,3,2,2,4,4,2,4,5,1,3,2,3,3,3,4,3,4,3,3,2,4,4,3,4,3,3,3,3,3,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,100,100,100,50,0,50,100,0,25,25,25,0,25,25,50,50,50,100,100,100,100,100,100,100,100,100,100,100,0,100,0,100,50,0,0,100,0,100,50,0,0,100,0,100,0,0,0,100,83.3333333333333,16.6666666666667,100,50,75,100,75,75,100,100,100,50,100,75,50,75,100,75,75,100,75,100,50,75,50,75,75,75,75,75,50,75,100,75,50,50,50,75,50,50,75,50,50,25,25,50,75
63,7/10/2014,7/10/2014,2,1,1,31,2,1,5,12,2.7,2.5,3.1,2.6,2.4,.625,53.75,69.7368421052632,.666666666666667,.416666666666667,.416666666666667,41.0714285714286,41.6666666666667,75,56.25,29.5454545454545,2.5,2.5,55,52.5,63.8888888888889,75,50,2,2,1, ,4,3,3,3,1, ,1, , , , , ,20,20,20,20,20, ,1,3,0,0,1,10,10,10,1,1,2,3,3,3,3,2,2,2,4,2,3,1,2,2,3,3,3,2,2,3,3,4,3,3,3,3,2,3,3,4,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,75,50,75,25,25,50,75,50,25,25,25,25,25,25,75,25,25,50,75,100,75,50,50,75,50,50,50,50,16.6666666666667,16.6666666666667,33.3333333333333,50,50,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,50,50,0,16.6666666666667,0,50,50,50,16.6666666666667,16.6666666666667,16.6666666666667,50,50,50,50,75,50,50,50,50,25,25,75,25,25,50,75,75,75,75,25,75,75,75,75,75,75,75,75,75,75,75,25, ,75,25,75,75,75,75,75,75,75,50,50,50,50,50
64,7/10/2014,7/10/2014, ,2,2,24,2,1,6,6,2.3,2.3,2.3,1.2,3,.5,68.75,36.25,.666666666666667,.333333333333333,.666666666666667,23.2142857142857,0,75,50,35.6060606060606,2.4,2.2,70,67.5,37.5,35, , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,3,7,10,4,0,1,4,1,2,1,4,1,3,2,2,1,1,3,3,3,2,1,5,3,2,2,2,2,2,2,2,3,2,2,3,3,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,50,50,25,0,25,25,25,0,0,25,0,100,0,0,0,50,100,75,50,50,50,50,50,50,50,50,50,50,0,0,50,50,50,50,0,50,50,50,0,50,0,50,33.3333333333333,50,50,50,50,0,75,75,75,75,75,75,75,25,100,75,25,75,25,75,75,75,75,75,75,75,25,25,25,25,25,75,25,25,75,25,25,75,75,25,25,25,25,0,25,75, , , , , 
65,7/10/2014,7/10/2014,2,1,2,57,2,1,6,7,2.03333333333333,1.9,2.3,1.6,2,.875,71.25,30,1,.833333333333333,.5,37.5,58.3333333333333,91.6666666666667,40.625,26.5151515151515,2,1.8,75,67.5,30,30,55,4,3,2, ,2,2,2,2,1,15,5.28571428571429,60,19,9,8,4,37,25,19,12,7,2,0,0,0,0,5,3,4,2,1,0,3,1,1,2,2,1,2,1,3,2,1,2,3,3,2,2,1,2,2,2,2,4,4,2,2,3,1,2,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,50,50,75,75,50,25,50,25,50,0,25,25,0,25,75,25,75,75,100,100,50,50,50,25,25,25,75,25,16.6666666666667,16.6666666666667,0,16.6666666666667,16.6666666666667,16.6666666666667,33.3333333333333,16.6666666666667,16.6666666666667,50,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,0,16.6666666666667,83.3333333333333,83.3333333333333,50,33.3333333333333,16.6666666666667,33.3333333333333,75,50,75,75,75,75,75,75,25,75,75,75,75,75,75,75,75,75,75,75,25,50,25,25,25,25,25,25,25,25,50,25,25,25,25,25,50,50,25,25,50,50,75,50,50
67,7/10/2014,7/10/2014,2,1,1,44,2,1,5,6,2.46666666666667,2.3,2.8,1.8,2.6,.25,30,71.25,.666666666666667,.666666666666667,.25,46.4285714285714,66.6666666666667,83.3333333333333,75,20.4545454545455,2.3,2.3,17.5,42.5,72.5,70,70,4,4,2, ,2,2,2,4,1, , , , , , , , , , , , ,2,1,2,1,2,2,8,7,6,1,1,2,1,3,2,3,3,2,2,3,1,3,2,4,1,2,3,2,2,2,3,2,3,2,4,2,3,3,4,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,75,25,75,75,75,75,75,25,75,25,25,0,25,0,50,75,75,75,75,100,75,75,75,75,75,75,75,75,0,33.3333333333333,0,66.6666666666667,16.6666666666667,0,16.6666666666667,16.6666666666667,0,33.3333333333333,16.6666666666667,0,33.3333333333333,0,0,33.3333333333333,16.6666666666667,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,0,0,25,25,25,0,25,0,75,0,25,0,25,75,25,75,75,25,75,25,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,25,75,50,75,75,75
68,7/10/2014,7/10/2014, ,2,2,42,1,1,3,17,3.16666666666667,3.15,3.2,2.8,2.8,.25,70,66.25,.333333333333333,.583333333333333,.333333333333333,39.2857142857143,33.3333333333333,100,71.875,58.3333333333333,2.9,3.4,67.5,72.5,67.5,65, , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,1,10,10,8,1,1,3,3,4,2,3,4,3,2,5,2,3,2,3,3,3,3,3,4,4,4,4,4,2,4,2,3,3,4,4,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,50,25,100,75,50,50,100,25,25,0,0,25,0,25,50,0,50,100,100,100,50,100,50,75,75,75,75,75,66.6666666666667,50,50,66.6666666666667,50,66.6666666666667,66.6666666666667,50,66.6666666666667,66.6666666666667,66.6666666666667,16.6666666666667,66.6666666666667,66.6666666666667,50,83.3333333333333,50,50,66.6666666666667,50,50,66.6666666666667,25,75,75,75,0,75,100,50,50,75,75,50,75,100,75,75,75,75,100,100,100,100,50,75,50,100,75,75,50,25,100,25,50,100,50,50,75,75,75,25, , , , , 
69,7/10/2014,7/10/2014, ,2,1,37,1,1,6,35,2.72413793103448,2.45,3.33333333333333,1.6,3.4,.5625,68.75,65,.333333333333333,.666666666666667,.166666666666667,28.5714285714286,8.33333333333333,66.6666666666667,37.5,41.6666666666667,2.5,2.4,67.5,70,65,65, , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,6,3,5,1,1,1,4,2,2,1,2,2,2,3,3,1,2,3,4,3,2,3,3,3,2,2, ,4,3,3,3,3,4,4,2,4,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,100,50,100,25,25,25,50,0,0,0,0,0,0,25,25,0,0,50,50,100,50,0,0,50,50,50,75,25,50,50,0,33.3333333333333,0,66.6666666666667,50,50,0,33.3333333333333,33.3333333333333,33.3333333333333,50,33.3333333333333,0,66.6666666666667,83.3333333333333,50,66.6666666666667,50,50,66.6666666666667,50,50,75,50,50,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,50,75,75,75,75,75,75,50,75,75,25,50,75,75,50,50,75,75,50, , , , , 
70,7/10/2014,7/10/2014,2,1,2,56,2,1,6,47,2.16666666666667,2.25,2,1.6,2.4,.5625,38.75,56.5789473684211,1,.666666666666667,.75,51.7857142857143,16.6666666666667,100,53.125,24.6031746031746,2,2.5,27.5,50,47.2222222222222,65,45,3,3,4, ,1,2,2,2,1, , , , , , , , , , , , ,1,1,3,1,3,2,9,10,5,1,1,3,2,2,1,1,2,5,2,4,1,2,3,3,1,2,3,1,3,2,2,1,2,2,2,4,2,1,2,2,2,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,75,100,100,100,50,50,100,50,0,50,25,0,0,25,0,50,0,100,100,100,75,50,25,75,100,0,100,0,0,33.3333333333333,0,16.6666666666667,0,0,50,0,0,33.3333333333333,0,0,83.3333333333333,0,0,100,50,33.3333333333333,66.6666666666667,16.6666666666667, ,33.3333333333333,0,25,50,50,25,0,25,50,25,25,25,50,50,50,25,50,75,50,75,50,75,75,50,75,75,75,100,100,50,0,100,25,25,25,50, ,50,25,25,75,50,25,75,50,25
71,7/10/2014,7/10/2014,2,1,1,44,2,1,5,41,4.17241379310345,4.15789473684211,4.2,3.6,4.2,.125,57.5,55,.333333333333333,.583333333333333,.333333333333333,55.3571428571429,75,66.6666666666667,100,87.8787878787879,4.4,3.88888888888889,47.5,67.5,45,65,40,4,4,2, ,5,4,3, ,1,11.2,23.3333333333333,56,16,12,11,5,70,11,9,7,3,1,0,0,0,0,1,10,10,10,1,1,5,4,5,3,4,5, ,4,4,1,5,5,4,5,4,5,3,3,5,5,5,4,3,5,5,4,3,4,5,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,75,100,100,75,0,100,75,0,50,75,25,25,75,0,75,50,100,75,50,75,100,100,100,100,100,100,100,100,83.3333333333333,100,50,100,83.3333333333333,83.3333333333333,100,100,50,66.6666666666667,100,100,100,100,50,100,100,83.3333333333333,100,100,100,83.3333333333333,0,25,100,50,0,100,0,50,25,100,0,100,100,75,100,75,75,0,100,75,75,0,100,100,100,100,100,50,0,0,75,0,0,0,100,0,100,100,100,0,75,0,100,25,0
72,7/10/2014,7/10/2014,2,1,2,43,1,1,6,16,3.2,2.9,3.8,2.8,2.8,.9375,78.75,47.5,1,.75,.416666666666667,37.5,58.3333333333333,83.3333333333333,62.5,58.3333333333333,2.5,3.3,70,87.5,40,55,25,4,4,5,Fascist,5,1,1,2,1,37.5,12.75,75,12,6,5,2,51,24,13,8,4,1,0,0,0,0,1,10,10,10,1,1,3,3,2,2,2,4,3,2,3,4,2,2,2,3,4,3,4,4,3,3,5,4,3,3,4,5,3,4,4,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,75,25,75,50,25,75,25,50,25,25,25,0,25,25,75,25,75,75,75,100,75,50,25,50,50,75,100,75,66.6666666666667,83.3333333333333,16.6666666666667,66.6666666666667,16.6666666666667,83.3333333333333,66.6666666666667,66.6666666666667,16.6666666666667,83.3333333333333,16.6666666666667,16.6666666666667,66.6666666666667,66.6666666666667,16.6666666666667,100,50,83.3333333333333,100,83.3333333333333,50,66.6666666666667,75,75,75,75,75,75,75,75,75,50,50,75,100,100,75,100,100,75,100,75,50,75,50,50,50,50,100,75,50,25,75,25,25,25,50,25,0,50,50,50,50,25,25,25,0
73,7/10/2014,7/10/2014,2,1,1,23,2,1,6,36,3.56666666666667,3.5,3.7,3.4,3.8,.5,28.75,71.25,.666666666666667,.666666666666667,.166666666666667,67.8571428571429,33.3333333333333,100,50,9.84848484848485,3.7,3.3,15,42.5,72.5,70,85,1,1,1, ,2,2,5,2,1, , , , , , , , , , , , ,2,1,3,1,2,4,6,7,2,1,1,4,4,3,3,4,3,4,3,4,2,4,3,5,3,4,4,3,3,4,3,3,4,3,3,4,4,3,4,5,4,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,50,100,75,100,75,50,50,25,25,75,75,50,100,50,50,0,100,100,100,50,50,50,50,50,50,50,50,0,0,16.6666666666667,0,16.6666666666667,0,33.3333333333333,0,0,0,16.6666666666667,0,16.6666666666667,16.6666666666667,16.6666666666667,0,0,66.6666666666667,0,16.6666666666667,0,0,25,25,0,75,25,0,0,25,25,0,0,25,75,25,75,75,25,0,50,25,75,100,75,75,75,25,75,75,75,25,75,100,75,100,75,100,25,75,75,50,75,75,75,100,100
74,7/10/2014,7/10/2014,2,1,2,28,2,1,5,19,1.3,1.1,1.7,1,1.2,.75,83.75,46.25,.666666666666667,.833333333333333,.833333333333333,25,0,100,53.5714285714286,34.8484848484849,1,1.2,82.5,85,37.5,55,40,2,2,4, ,3,2,2,2,1,11.6,2.07692307692308,58,18,11,8,5,27,23,20,17,13,1,0,0,0,0,3,8,9,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,2,1,2,2,1,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,50,50,75,50,25,25,25,0,25,0,0,0,25,0,0,0,0,100,100,100,75,50,25, ,50,50,75,50,50,83.3333333333333,0,33.3333333333333,0,0,33.3333333333333,83.3333333333333,0,50,0,16.6666666666667,33.3333333333333,33.3333333333333,0,50,50,50,16.6666666666667,83.3333333333333,50,50,75,75,100,100,75,75,75,75,75,75,100,100,75,100,75,100,75,100,75,75,25,75,0,75,75,25,75,75,75,75,75,0,25,0,50,75,25,0,25,75,50,50,25,50,25
76,7/10/2014,7/10/2014,2,1,1,44,1,1,5,39,1.1,1.05,1.2,1,1.2,.75,66.25,62.5,.666666666666667,.75,.5,17.8571428571429,25,83.3333333333333,75,21.2121212121212,1,1.1,60,72.5,60,65,65,4,3,3, ,1,1,1,1,1,35.5,25.5,71,15,9,3,2,51,21,18,8,2,2,0,0,0,0,2,8,9,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,25,75,25,25,0,75,0,25,0,0,0,0,0,25,25,25,75,100,75,75,75,75,75,75,75,75,75,16.6666666666667,33.3333333333333,0,16.6666666666667,50,0,0,66.6666666666667,0,16.6666666666667,50,0,0,0,0,50,50,16.6666666666667,16.6666666666667,16.6666666666667,50,16.6666666666667,75,75,75,50,75,50,50,75,75,50,75,75,75,50,50,100,75,50,75,50,75,75,75,75,50,50,75,75,75,75,50,75,75,50,50,50,25,50,50,75,75,50,75,50,75
